9.94488,0.00059
9.96488,0.00059
9.98488,0.00088
10.00488,0.00089
10.02488,0.00089
10.04488,0.0009
10.06488,0.0009
10.08488,0.0009
10.10488,0.00091
10.12488,0.00091
10.14488,0.00091
10.16488,0.00092
10.18488,0.00092
10.20488,0.00093
10.22488,0.00093
10.24488,0.00093
10.26488,0.00094
10.28488,0.00094
10.30488,0.00094
10.32488,0.00095
10.34488,0.00095
10.36488,0.00096
10.38488,0.00096
10.40488,0.00096
10.42488,0.00097
10.44488,0.00097
10.46488,0.00098
10.48488,0.00098
10.50488,0.00098
10.52488,0.00099
10.54488,0.00099
10.56488,0.001
10.58488,0.001
10.60488,0.00101
10.62488,0.00101
10.64488,0.00101
10.66488,0.00102
10.68488,0.00102
10.70488,0.00103
10.72488,0.00103
10.74488,0.00104
10.76488,0.00104
10.78488,0.00105
10.80488,0.00105
10.82488,0.00106
10.84488,0.00106
10.86488,0.00106
10.88488,0.00107
10.90488,0.00107
10.92488,0.00108
10.94488,0.00108
10.96488,0.00109
10.98488,0.00109
11.00488,0.0011
11.02488,0.0011
11.04488,0.00111
11.06488,0.00111
11.08488,0.00112
11.10488,0.00112
11.12488,0.00113
11.14488,0.00113
11.16488,0.00114
11.18488,0.00114
11.20488,0.00115
11.22488,0.00115
11.24488,0.00116
11.26488,0.00116
11.28488,0.00117
11.30488,0.00118
11.32488,0.00118
11.34488,0.00119
11.36488,0.00119
11.38488,0.0012
11.40488,0.0012
11.42488,0.00121
11.44488,0.00121
11.46488,0.00122
11.48488,0.00123
11.50488,0.00123
11.52488,0.00124
11.54488,0.00124
11.56488,0.00125
11.58488,0.00126
11.60488,0.00126
11.62488,0.00127
11.64488,0.00127
11.66488,0.00128
11.68488,0.00129
11.70488,0.00129
11.72488,0.0013
11.74488,0.0013
11.76488,0.00131
11.78488,0.00132
11.80488,0.00132
11.82488,0.00133
11.84488,0.00134
11.86488,0.00134
11.88488,0.00135
11.90488,0.00136
11.92488,0.00136
11.94488,0.00137
11.96488,0.00138
11.98488,0.00138
12.00488,0.00139
12.02488,0.0014
12.04488,0.00141
12.06488,0.00141
12.08488,0.00142
12.10488,0.00143
12.12488,0.00143
12.14488,0.00144
12.16488,0.00145
12.18488,0.00146
12.20488,0.00146
12.22488,0.00147
12.24488,0.00148
12.26488,0.00149
12.28488,0.00149
12.30488,0.0015
12.32488,0.00151
12.34488,0.00152
12.36488,0.00153
12.38488,0.00153
12.40488,0.00154
12.42488,0.00155
12.44488,0.00156
12.46488,0.00157
12.48488,0.00158
12.50488,0.00158
12.52488,0.00159
12.54488,0.0016
12.56488,0.00161
12.58488,0.00162
12.60488,0.00163
12.62488,0.00164
12.64488,0.00165
12.66488,0.00165
12.68488,0.00166
12.70488,0.00167
12.72488,0.00168
12.74488,0.00169
12.76488,0.0017
12.78488,0.00171
12.80488,0.00172
12.82488,0.00173
12.84488,0.00174
12.86488,0.00175
12.88488,0.00176
12.90488,0.00177
12.92488,0.00178
12.94488,0.00179
12.96488,0.0018
12.98488,0.00181
13.00488,0.00182
13.02488,0.00183
13.04488,0.00184
13.06488,0.00185
13.08488,0.00186
13.10488,0.00187
13.12488,0.00188
13.14488,0.0019
13.16488,0.00191
13.18488,0.00192
13.20488,0.00193
13.22488,0.00194
13.24488,0.00195
13.26488,0.00196
13.28488,0.00198
13.30488,0.00199
13.32488,0.002
13.34488,0.00201
13.36488,0.00202
13.38488,0.00204
13.40488,0.00205
13.42488,0.00206
13.44488,0.00207
13.46488,0.00209
13.48488,0.0021
13.50488,0.00211
13.52488,0.00213
13.54488,0.00214
13.56488,0.00215
13.58488,0.00217
13.60488,0.00218
13.62488,0.00219
13.64488,0.00221
13.66488,0.00222
13.68488,0.00224
13.70488,0.00225
13.72488,0.00226
13.74488,0.00228
13.76488,0.00229
13.78488,0.00231
13.80488,0.00232
13.82488,0.00234
13.84488,0.00235
13.86488,0.00237
13.88488,0.00239
13.90488,0.0024
13.92488,0.00242
13.94488,0.00243
13.96488,0.00245
13.98488,0.00247
14.00488,0.00248
14.02488,0.0025
14.04488,0.00252
14.06488,0.00253
14.08488,0.00255
14.10488,0.00257
14.12488,0.00259
14.14488,0.0026
14.16488,0.00262
14.18488,0.00264
14.20488,0.00266
14.22488,0.00268
14.24488,0.00269
14.26488,0.00271
14.28488,0.00273
14.30488,0.00275
